NaN,NaN,NaN,NaN,NaN,8.9083,9.0002,9.2635,9.6652,9.2558,8.266,6.907,5.6242,4.9941,4.9807,5.2689,5.6633,5.8632,6.0941,6.4143,6.7636,6.853,7.3496,7.7388,8.1168,8.52,8.9467,NaN,NaN,NaN,NaN
8.5633,8.6251,8.6957,8.7412,8.7728,8.8543,8.926,9.0169,9.071,8.8393,8.3629,7.8691,NaN,NaN,NaN,NaN,6.9251,6.9555,7.0137,7.1124,7.1369,7.0442,7.4257,7.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.276,9.2702,9.2494,9.2115,9.1569,9.1734,9.2038,9.1727,9.0159,8.9112,8.6566,8.6933,8.9662,NaN,NaN,NaN,8.0133,7.675,7.5411,7.5562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.7867,9.7808,9.7243,9.6412,9.5025,9.4743,9.4892,9.464,NaN,9.396,NaN,9.1824,9.1848,9.1873,9.1666,9.0487,8.7777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.038,10.119,10.088,10.002,9.818,9.7108,9.6733,9.6937,9.8256,9.8348,9.8494,9.6308,9.3696,9.2428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.234,10.446,10.47,10.388,10.165,9.9598,9.8046,9.8357,10.036,10.125,10.147,10.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.552,10.802,10.884,10.819,10.584,10.248,NaN,NaN,10.376,10.421,10.46,10.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.849,11.08,11.211,11.25,11.197,NaN,NaN,10.738,10.653,10.662,10.687,10.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.992,11.202,11.375,11.489,11.499,11.403,11.062,10.834,10.786,10.806,10.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.91,11.171,11.449,11.604,11.545,11.29,10.97,10.786,10.824,10.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.758,11.181,11.533,11.668,11.504,11.226,10.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.505,11.018,11.555,11.714,11.566,11.441,NaN,NaN,11.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
