NaN,NaN,NaN,NaN,NaN,7.9282,8.1559,8.3578,8.2261,7.6619,6.9242,5.9701,4.6625,3.9596,3.8841,4.4489,5.342,5.8606,6.4114,7.1455,7.6928,7.6018,7.7099,7.6126,7.6939,7.8826,8.0352,NaN,NaN,NaN,NaN
7.6461,7.768,8.0623,8.3019,8.1817,8.116,8.2654,8.4402,8.444,8.2181,7.8234,7.4203,NaN,NaN,NaN,NaN,6.4133,6.6623,7.003,7.5726,8.0345,7.7069,7.8002,7.6389,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.7816,7.9408,8.3211,8.5824,8.4892,8.414,8.4547,8.5539,8.6261,8.5944,8.3582,8.2829,8.4759,NaN,NaN,NaN,7.3869,7.2636,7.3554,7.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.9371,8.1398,8.4764,8.6857,8.6989,8.674,8.7022,8.7804,NaN,8.9244,NaN,8.555,8.5042,8.4241,8.2705,8.2343,8.0315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.147,8.397,8.7285,8.9082,8.95,8.9475,9.0048,9.1702,9.3713,9.258,9.0784,8.8043,8.5115,8.3597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.5359,8.8237,9.1769,9.3114,9.3123,9.2478,9.2603,9.4552,9.6548,9.602,9.4069,9.2433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.1302,9.3608,9.6628,9.81,9.7754,9.5515,NaN,NaN,10.014,9.9263,9.7689,9.6723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.5992,9.6557,9.9777,10.175,10.208,NaN,NaN,10.199,10.204,10.134,10.05,9.9684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.7807,9.8101,10.21,10.453,10.496,10.447,10.328,10.177,10.198,10.223,10.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.8067,10.091,10.588,10.831,10.81,10.619,10.425,10.181,10.146,10.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.161,10.494,10.944,11.12,11.053,10.863,10.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.767,10.995,11.301,11.351,11.281,11.171,NaN,NaN,11.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
