NaN,NaN,NaN,NaN,NaN,8.2516,8.2956,8.372,8.3428,7.7576,6.9308,5.8618,4.3308,3.5729,3.6396,4.1147,4.6859,5.1615,5.5262,5.6971,5.8,7.5618,7.8758,7.9608,7.8407,7.7434,7.7598,NaN,NaN,NaN,NaN
8.2172,8.2058,8.2859,8.3756,8.4042,8.3719,8.4024,8.4961,8.584,8.3623,7.8608,7.3451,NaN,NaN,NaN,NaN,5.7695,5.9959,6.2421,6.344,6.2177,7.6745,7.9846,8.0785,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.3296,8.3555,8.4588,8.55,8.5847,8.5733,8.592,8.6756,8.805,8.7857,8.4114,8.2449,8.283,NaN,NaN,NaN,6.8466,6.6576,6.7329,6.8093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.5253,8.6249,8.7787,8.8606,8.8707,8.8592,8.8517,8.9012,NaN,9.2865,NaN,8.75,8.5544,8.483,8.4394,8.2655,7.6663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.7637,8.9744,9.1814,9.2462,9.208,9.1653,9.1286,9.1934,9.4516,9.5473,9.5427,9.2378,8.7765,8.5555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.0112,9.3036,9.5747,9.661,9.5743,9.4547,9.3141,9.3448,9.5597,9.6734,9.7244,9.6837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.136,9.5543,9.9051,10.035,9.945,9.7425,NaN,NaN,9.8261,9.8705,9.9184,9.9562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.9853,9.5565,10.019,10.269,10.322,NaN,NaN,10.144,10.066,10.061,10.076,10.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.8185,9.3587,9.8753,10.309,10.49,10.519,10.37,10.245,10.192,10.184,10.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.957,9.4626,9.9569,10.424,10.616,10.605,10.478,10.324,10.255,10.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.403,9.87,10.297,10.674,10.8,10.767,10.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.104,10.45,10.801,11.002,11.046,11.045,NaN,NaN,11.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
