NaN,NaN,NaN,NaN,NaN,8.2481,8.2791,8.2711,8.0394,7.3715,6.4713,5.3709,4.0026,3.3391,3.2614,3.3723,3.6453,3.8072,4.0296,4.3801,4.8444,6.6604,7.0192,7.329,7.6011,7.861,8.0332,NaN,NaN,NaN,NaN
7.9793,8.0433,8.1633,8.2682,8.3215,8.3393,8.3804,8.3971,8.295,8.0034,7.5238,7.0477,NaN,NaN,NaN,NaN,4.6265,4.6326,4.678,4.7877,4.857,7.0092,7.3451,7.5851,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.1088,8.1573,8.2781,8.3783,8.4411,8.4969,8.5706,8.61,8.5364,8.4659,8.16,8.1255,8.3472,NaN,NaN,NaN,5.6889,5.3015,5.1488,5.1626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.3005,8.3401,8.5193,8.6353,8.6848,8.7492,8.8532,8.9488,NaN,9.0721,NaN,8.7555,8.682,8.4875,7.8421,7.2167,6.5578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.5608,8.6505,8.9218,9.0739,9.0786,9.0929,9.1716,9.3309,9.593,9.6283,9.6498,9.3707,9.0403,8.8269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.8715,9.033,9.3384,9.5237,9.5456,9.4664,9.4021,9.5392,9.8072,9.9426,9.9637,9.8867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.1966,9.4408,9.6967,9.8728,9.9127,9.8142,NaN,NaN,10.143,10.225,10.271,10.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.4508,9.6859,9.9025,10.072,10.156,NaN,NaN,10.455,10.396,10.422,10.48,10.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.6384,9.8793,10.096,10.245,10.338,10.427,10.475,10.501,10.508,10.536,10.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.8032,10.058,10.352,10.51,10.549,10.537,10.516,10.524,10.549,10.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.107,10.318,10.695,10.874,10.829,10.702,10.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.539,10.696,11.017,11.172,11.084,10.983,NaN,NaN,11.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
