NaN,NaN,NaN,NaN,NaN,8.1265,8.1669,8.1765,8.0067,7.4223,6.6677,5.8381,4.7908,4.3729,4.4696,5.3022,6.3944,6.8449,7.0226,7.0639,6.9836,8.0104,8.1576,8.2856,8.4397,8.6367,8.7652,NaN,NaN,NaN,NaN
7.7439,7.8581,7.9474,7.9195,8.0375,8.1706,8.2463,8.3037,8.3002,8.1239,7.6179,7.2008,NaN,NaN,NaN,NaN,7.5346,7.612,7.6632,7.7239,7.7496,8.2593,8.4316,8.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.9069,8.0629,8.1775,8.1861,8.218,8.2672,8.3673,8.5179,8.586,8.6287,8.2817,8.2452,8.5013,NaN,NaN,NaN,8.3915,8.0033,7.8416,7.8508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.0095,8.2611,8.4045,8.304,8.2016,8.1327,8.295,8.6985,NaN,9.3535,NaN,8.8515,8.8325,8.8878,9.0133,9.2634,9.2643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.221,8.7018,9.0046,8.8551,8.6399,8.4765,8.6609,9.3032,9.8165,9.8267,9.6654,9.3642,9.0714,8.9462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.5344,9.1625,9.4997,9.4083,9.2875,9.1886,9.244,9.7061,10.044,10.072,9.9361,9.8255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.9571,9.4444,9.7472,9.7903,9.7465,9.6114,NaN,NaN,10.274,10.254,10.214,10.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.3858,9.7148,9.9794,10.096,10.139,NaN,NaN,10.463,10.421,10.408,10.407,10.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.8873,10.03,10.154,10.283,10.404,10.554,10.53,10.485,10.503,10.516,10.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.39,10.379,10.254,10.32,10.492,10.626,10.473,10.401,10.526,10.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.625,10.549,10.536,10.663,10.889,10.887,10.565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.053,11.119,11.217,11.276,11.355,11.308,NaN,NaN,11.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
