12.38,12.787,13.455,14.202,13.254,12.977,13.005,13.238,13.574,14,14.087,NaN,NaN,15.288,15.341,15.339,NaN,NaN,NaN,NaN,NaN,18.05,17.905,18.054,18.793,18.723,NaN,NaN,NaN,NaN
12.033,12.331,12.964,13.666,12.802,12.583,12.676,13.016,13.134,13.471,13.535,NaN,NaN,14.713,14.254,14.082,13.767,NaN,NaN,14.075,15.34,16.649,17.023,17.363,18.077,18.08,17.472,17.274,17.19,NaN
11.823,11.905,12.301,12.792,12.132,12.133,12.416,12.74,12.921,13.099,13.088,13.057,NaN,NaN,13.629,13.437,13.397,NaN,12.434,13.423,14.633,15.319,15.879,16.253,17.153,17.133,16.954,16.778,17.159,NaN
11.386,11.579,11.7,11.973,11.729,11.813,11.944,12.41,12.428,12.77,12.882,12.947,12.71,13.132,13.347,13.285,NaN,NaN,12.288,12.911,13.709,14.326,14.762,15.092,15.73,15.883,15.832,15.804,NaN,NaN
11.156,11.201,11.264,11.359,11.433,11.376,11.601,11.837,11.928,12.137,12.33,12.473,12.831,13.311,13.734,NaN,NaN,12.356,12.693,13.067,13.33,13.568,13.975,14.102,14.634,14.734,14.751,14.805,14.569,NaN
10.711,10.693,10.932,11.021,11.02,10.984,11.242,11.411,11.732,11.81,11.673,12.032,12.629,13.133,13.552,13.185,12.429,12.16,12.314,12.519,12.787,12.84,12.864,12.896,13.262,13.71,13.857,14.133,14.635,15.01
10.378,10.377,10.428,10.562,10.483,10.573,10.665,10.938,11.25,11.191,11.182,11.208,11.804,12.262,12.864,12.525,11.956,11.65,11.767,12.011,12.239,12.007,11.906,11.867,12.393,12.734,13.237,NaN,14.487,14.912
10.178,10.207,10.154,10.319,10.282,10.461,10.461,10.58,10.832,10.694,10.73,10.633,10.651,10.939,11.458,11.613,11.102,10.921,11.125,11.261,11.593,11.242,11.039,11.157,12.09,12.57,NaN,NaN,NaN,NaN
9.9565,10.017,10.207,10.15,10.255,10.468,10.591,10.676,10.717,10.669,10.49,10.501,10.282,10.238,10.255,10.203,10.448,10.629,10.823,10.925,11.168,11.009,10.765,11.223,12.328,12.975,NaN,NaN,NaN,NaN
9.7182,9.7644,9.8273,10.026,9.9993,10.068,10.342,10.294,10.178,10.197,10.144,9.9417,9.6427,9.5443,9.5819,9.6877,10.031,10.2,10.497,10.651,10.958,10.624,10.459,10.807,12.004,12.742,NaN,NaN,NaN,NaN
9.4288,9.4414,9.5189,9.5502,9.6189,9.4986,9.5445,9.5688,9.3981,9.3921,9.1588,9.0817,8.7265,8.6786,8.7426,9.4734,10.099,10.282,10.375,10.372,10.62,10.438,10.129,10.413,11.383,11.849,11.813,11.689,NaN,NaN
9.0492,9.0572,9.2224,9.1116,9.0072,8.804,8.6659,8.6346,8.3503,8.2739,8.2505,8.0689,8.0303,8.8204,9.5965,10.21,10.673,10.596,10.417,10.397,10.412,9.8075,9.6996,9.8307,10.099,10.324,10.664,10.701,10.91,10.916
