12.702,12.773,12.75,12.732,12.825,12.821,12.751,12.634,12.509,12.394,12.334,NaN,NaN,12.034,11.928,11.862,NaN,NaN,NaN,NaN,NaN,11.452,11.473,11.572,11.705,11.593,NaN,NaN,NaN,NaN
12.386,12.475,12.469,12.456,12.531,12.524,12.462,12.367,12.271,12.163,12.084,NaN,NaN,11.828,11.592,11.445,11.309,NaN,NaN,10.302,10.499,10.857,11.013,11.151,11.3,11.255,11.045,10.958,11.051,NaN
12.118,12.192,12.188,12.173,12.219,12.21,12.166,12.109,12.068,11.966,11.828,11.634,NaN,NaN,11.192,11.122,11.181,NaN,10.151,10.236,10.389,10.565,10.689,10.801,10.906,10.902,10.827,10.801,10.967,NaN
11.867,11.901,11.88,11.857,11.877,11.875,11.864,11.868,11.92,11.859,11.719,11.524,11.322,11.104,10.977,10.897,NaN,NaN,10.135,10.213,10.321,10.418,10.495,10.56,10.592,10.587,10.553,10.533,NaN,NaN
11.593,11.596,11.568,11.549,11.577,11.591,11.613,11.687,11.873,11.875,11.763,11.587,11.381,11.162,10.993,NaN,NaN,10.045,10.108,10.203,10.289,10.354,10.398,10.42,10.379,10.349,10.324,10.325,10.301,NaN
11.243,11.219,11.183,11.158,11.18,11.19,11.223,11.323,11.565,11.6,11.512,11.365,11.197,11.005,10.787,10.47,10.182,10.063,10.084,10.154,10.204,10.242,10.262,10.251,10.177,10.138,10.134,10.192,10.158,9.9708
10.894,10.866,10.829,10.8,10.807,10.8,10.821,10.902,11.105,11.13,11.049,10.932,10.842,10.72,10.571,10.392,10.187,10.103,10.11,10.149,10.152,10.167,10.164,10.122,10.003,9.9442,9.9825,NaN,10.089,9.9542
10.582,10.572,10.562,10.553,10.563,10.553,10.564,10.605,10.714,10.702,10.619,10.519,10.484,10.408,10.322,10.239,10.159,10.132,10.146,10.171,10.127,10.13,10.118,10.044,9.8517,9.7542,NaN,NaN,NaN,NaN
10.341,10.389,10.454,10.512,10.579,10.616,10.657,10.694,10.717,10.695,10.627,10.52,10.392,10.245,10.122,10.037,9.9742,9.9825,10.022,10.06,10.012,10.053,10.069,9.9983,9.7275,9.6008,NaN,NaN,NaN,NaN
9.9892,10.067,10.16,10.231,10.312,10.349,10.38,10.372,10.298,10.228,10.137,9.9775,9.6917,9.4783,9.3467,9.3017,9.3258,9.4292,9.5633,9.6858,9.7258,9.835,9.9033,9.8625,9.6008,9.4692,NaN,NaN,NaN,NaN
9.5517,9.6417,9.725,9.7608,9.7492,9.7067,9.67,9.5692,9.3458,9.2033,9.09,8.8983,8.51,8.265,8.1558,8.185,8.3342,8.5625,8.8133,9.0633,9.2708,9.4867,9.635,9.6567,9.47,9.3375,9.2108,9.1567,NaN,NaN
9.1875,9.275,9.3408,9.3083,9.1217,8.8892,8.7217,8.465,7.9975,7.7733,7.6692,7.52,7.1508,6.9358,6.8733,6.9867,7.2767,7.6175,7.975,8.3567,8.7542,9.0958,9.335,9.445,9.3758,9.3142,9.2617,9.2292,9.2367,9.1992
