-20,52,10.96,10.89,10.26,9.77,9.88,10.81,10.68,10
-19,52,11.13,10.98,10.4,9.97,10.13,10.99,10.84,10.26
-18,52,11.14,10.94,10.36,10.03,10.26,11.11,10.96,10.46
-17,52,11.16,10.92,10.29,10.11,10.36,11.15,10.98,10.61
-16,52,11.31,10.99,10.32,10.31,10.53,11.2,10.91,10.76
-15,52,11.33,11.03,10.39,10.39,10.71,11.19,10.79,10.82
-14,52,11.25,10.97,10.4,10.36,10.79,11.12,10.6,10.82
-13,52,11.05,10.72,10.26,10.25,10.71,10.94,10.28,10.74
-12,52,10.77,10.14,9.91,10,10.41,10.59,9.66,10.52
-11,52,10.58,9.7,9.49,9.73,10.11,10.33,9.18,10.37
-10,52,10.47,9.41,9.2,9.5,9.91,10.19,8.88,10.27
-9,52,-999,-999,-999,-999,-999,-999,-999,-999
-8,52,-999,-999,-999,-999,-999,-999,-999,-999
-7,52,9.1,7.55,8.38,8.09,8.86,9.19,7.43,9.08
-6,52,8.85,7.26,8.34,7.76,8.64,9.05,7.24,8.92
-5,52,8.7,7.03,8.36,7.51,8.47,8.98,7.15,8.8
-4,52,-999,-999,-999,-999,-999,-999,-999,-999
-3,52,-999,-999,-999,-999,-999,-999,-999,-999
-2,52,-999,-999,-999,-999,-999,-999,-999,-999
-1,52,-999,-999,-999,-999,-999,-999,-999,-999
0,52,-999,-999,-999,-999,-999,-999,-999,-999
1,52,7.29,5.34,8.39,7.4,7.23,8.22,6.08,8.26
2,52,7,5.01,8.41,7.12,7.1,7.98,5.68,8.07
3,52,6.78,4.67,8.52,6.9,7.03,7.7,5.32,7.95
4,52,6.81,4.1,8.74,6.91,6.98,7.43,5.04,8.09
5,52,6.6,3.5,8.35,6.62,6.59,7,4.4,7.89
6,52,-999,-999,-999,-999,-999,-999,-999,-999
7,52,-999,-999,-999,-999,-999,-999,-999,-999
8,52,-999,-999,-999,-999,-999,-999,-999,-999
9,52,-999,-999,-999,-999,-999,-999,-999,-999
-20,53,10.69,10.54,10.07,9.54,9.51,10.57,10.31,9.72
-19,53,10.89,10.67,10.23,9.78,9.77,10.81,10.5,10
-18,53,10.91,10.66,10.2,9.86,9.9,10.95,10.64,10.2
-17,53,10.91,10.65,10.11,9.92,9.99,10.98,10.68,10.32
-16,53,11,10.72,10.07,9.99,10.18,10.96,10.61,10.42
-15,53,11.01,10.8,10.1,10.02,10.36,10.96,10.55,10.47
-14,53,10.93,10.77,10.1,10,10.45,10.92,10.41,10.51
-13,53,10.76,10.57,9.99,9.92,10.43,10.78,10.12,10.48
-12,53,10.53,10.07,9.74,9.75,10.22,10.5,9.5,10.36
-11,53,10.37,9.62,9.36,9.49,9.96,10.24,9.01,10.22
-10,53,10.28,9.31,9.06,9.27,9.74,10.1,8.68,10.12
-9,53,-999,-999,-999,-999,-999,-999,-999,-999
-8,53,-999,-999,-999,-999,-999,-999,-999,-999
-7,53,8.89,7.2,8.19,7.82,8.6,8.85,6.98,8.8
-6,53,8.51,6.74,7.98,7.33,8.22,8.49,6.65,8.47
-5,53,8.28,6.43,7.86,7.03,7.96,8.36,6.48,8.25
-4,53,8.24,6.44,7.83,7.2,7.75,8.52,6.51,8.15
-3,53,-999,-999,-999,-999,-999,-999,-999,-999
-2,53,-999,-999,-999,-999,-999,-999,-999,-999
-1,53,7.05,4.77,6.8,6.36,6.3,7.45,5.14,6.97
0,53,7.12,4.9,7.11,6.8,6.33,7.6,5.48,7.33
1,53,7.11,4.93,7.57,6.95,6.58,7.67,5.56,7.61
2,53,6.91,4.72,7.76,6.77,6.58,7.47,5.27,7.58
3,53,6.7,4.4,7.89,6.58,6.56,7.2,4.95,7.53
4,53,6.63,3.72,8.15,6.59,6.55,6.9,4.64,7.66
5,53,6.33,3.32,7.77,6.28,6.22,6.51,4.05,7.42
6,53,5.92,2.97,7.02,5.78,5.67,5.99,3.38,6.91
7,53,5.69,2.76,6.47,5.5,5.38,5.65,3.03,6.59
8,53,5.79,2.24,6.49,5.53,5.5,5.28,2.7,6.46
9,53,-999,-999,-999,-999,-999,-999,-999,-999
-20,54,10.48,10.26,9.89,9.35,9.22,10.31,9.97,9.55
-19,54,10.66,10.37,10.02,9.54,9.45,10.54,10.14,9.77
-18,54,10.67,10.36,9.99,9.61,9.55,10.65,10.24,9.92
-17,54,10.65,10.37,9.9,9.63,9.62,10.65,10.28,10
-16,54,10.67,10.46,9.83,9.63,9.82,10.61,10.23,10.08
-15,54,10.66,10.57,9.84,9.64,9.98,10.63,10.23,10.15
-14,54,10.6,10.59,9.84,9.65,10.1,10.64,10.18,10.22
-13,54,10.47,10.47,9.77,9.62,10.15,10.57,9.98,10.24
-12,54,10.32,10.11,9.67,9.55,10.07,10.39,9.45,10.22
-11,54,10.18,9.68,9.33,9.31,9.85,10.17,8.96,10.11
-10,54,10.02,9.24,8.94,9,9.56,9.95,8.53,9.95
-9,54,9.8,8.87,8.6,8.67,9.24,9.71,8.18,9.74
-8,54,-999,-999,-999,-999,-999,-999,-999,-999
-7,54,-999,-999,-999,-999,-999,-999,-999,-999
-6,54,8.03,6.24,7.53,6.82,7.76,7.84,6.12,8
-5,54,7.86,6.03,7.44,6.61,7.58,7.74,6,7.83
-4,54,8.07,6.39,7.67,7,7.6,8.24,6.41,7.98
-3,54,-999,-999,-999,-999,-999,-999,-999,-999
-2,54,7.2,5.24,6.79,6.22,6.36,7.25,5.28,6.88
-1,54,7.16,5.1,6.85,6.34,6.29,7.33,5.27,6.95
0,54,7.21,5.11,7.1,6.77,6.28,7.42,5.54,7.25
1,54,7.18,4.98,7.33,6.85,6.36,7.36,5.52,7.38
2,54,7.03,4.76,7.47,6.69,6.35,7.16,5.29,7.37
3,54,6.84,4.48,7.56,6.53,6.35,6.9,5,7.34
4,54,6.7,3.88,7.77,6.52,6.4,6.62,4.74,7.43
5,54,6.39,3.65,7.48,6.23,6.17,6.29,4.23,7.22
6,54,6.04,3.52,6.96,5.83,5.81,5.91,3.69,6.86
7,54,5.81,3.41,6.54,5.56,5.58,5.63,3.36,6.59
8,54,5.89,2.79,6.61,5.55,5.73,5.38,2.99,6.47
9,54,-999,-999,-999,-999,-999,-999,-999,-999
